scorer,,,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald,Gerald
labeled-data,dog1,dog1 (67).png,557.2150154256411,172.81650610798044,,,589.160907850276,191.60820753423621,569.4296213527074,207.58115374655358,,,507.4170066460633,166.23941060879093
labeled-data,dog1,dog1 (68).png,561.912940782205,170.9373359653549,,,596.6775884207782,187.84986724898505,577.8858869945225,204.76239853261524,,,513.9941021452529,169.9977508940421
labeled-data,dog1,dog1 (69).png,496.14198579030995,106.10596604477252,,,515.8732722878784,92.0121899750807,515.8732722878784,118.32057197183875,,,470.77318886486466,141.81019875465844
labeled-data,dog1,dog1 (7).png,,,,,,,,,218.96438975303738,260.19791774006967,,
labeled-data,dog1,dog1 (70).png,495.2024007189972,107.9851361873981,,,516.8128573591913,90.13301983245512,513.0545170739401,119.26015704315154,,,471.7127739361774,144.62895396859682
labeled-data,dog1,dog1 (71).png,494.2628156476843,106.10596604477252,,,515.8732722878784,87.31426461851675,515.8732722878784,119.26015704315154,,,469.8336037935519,144.62895396859682
labeled-data,dog1,dog1 (72).png,493.32323057637154,106.10596604477252,,,514.9336872165657,84.4955094045784,517.7524424305041,110.80389140133644,,,467.95443365092626,144.62895396859682
labeled-data,dog1,dog1 (73).png,492.3836455050588,105.16638097345972,,,514.9336872165657,85.43509447589119,515.8732722878784,110.80389140133644,,,468.89401872223914,141.81019875465844
labeled-data,dog1,dog1 (74).png,510.23576186000173,116.44140182921319,,,541.2420692133237,102.34762575952138,,,,,482.04820972061805,150.26646439647354
labeled-data,dog1,dog1 (75).png,511.1753469313145,117.38098690052598,,,538.4233139993854,104.22679590214693,,,,,481.1086246493053,149.32687932516075
labeled-data,dog1,dog1 (76).png,508.3565917173762,119.26015704315154,,,535.604558785447,102.34762575952138,,,,,481.1086246493053,144.62895396859682
labeled-data,dog1,dog1 (77).png,503.6586663608123,120.19974211446433,,,529.9670483575703,102.34762575952138,529.0274632862574,129.5955928275922,,,480.1690395779925,145.56853903990958
labeled-data,dog1,dog1 (78).png,497.0815708616227,119.26015704315154,,,524.3295379296935,102.34762575952138,520.5711976444423,131.4747629702178,,,476.41069929274136,149.32687932516075
labeled-data,dog1,dog1 (79).png,498.02115593293547,117.38098690052598,,,520.5711976444423,104.22679590214693,521.5107827157552,130.535177898905,,,471.7127739361774,144.62895396859682
labeled-data,dog1,dog1 (8).png,,,,,,,,,217.08521961041185,257.37916252613127,,
labeled-data,dog1,dog1 (80).png,495.2024007189972,119.26015704315154,,,516.8128573591913,109.86430633002368,516.8128573591913,133.35393311284338,,,470.77318886486466,146.5081241112224
labeled-data,dog1,dog1 (81).png,492.3836455050588,123.9580823997155,,,514.9336872165657,114.56223168658761,517.7524424305041,137.11227339809452,,,467.0148485796135,146.5081241112224
labeled-data,dog1,dog1 (82).png,492.3836455050588,125.83725254234105,,,515.8732722878784,129.5955928275922,512.1149320026273,145.5685390399096,,,469.8336037935519,145.5685390399096
labeled-data,dog1,dog1 (83).png,492.3836455050588,131.4747629702178,513.9941021452529,123.9580823997155,513.9941021452529,140.87061368334568,510.23576186000173,152.14563453909912,,,467.95443365092626,145.5685390399096
labeled-data,dog1,dog1 (84).png,490.50447536243314,136.17268832678172,514.9336872165657,127.71642268496663,513.0545170739401,148.38729425384798,508.3565917173762,159.66231510960142,,,468.894018722239,147.4477091825352
labeled-data,dog1,dog1 (85).png,490.50447536243314,138.0518584694073,515.8732722878784,134.29351818415614,511.1753469313145,153.0852196104119,507.4170066460633,164.36024046616538,,,467.0148485796135,145.5685390399096
labeled-data,dog1,dog1 (86).png,490.50447536243314,142.74978382597124,516.8128573591913,138.0518584694073,508.3565917173762,158.72273003828863,,,,,469.8336037935519,150.26646439647354
labeled-data,dog1,dog1 (87).png,488.6253052198076,146.5081241112224,513.0545170739401,143.68936889728403,505.5378365034378,160.6019001809142,,,,,469.8336037935519,147.4477091825352
labeled-data,dog1,dog1 (88).png,490.50447536243314,149.32687932516075,513.9941021452529,145.5685390399096,504.59825143212504,163.4206553948526,502.7190812894994,172.81650610798044,,,469.8336037935519,149.32687932516075
labeled-data,dog1,dog1 (89).png,487.68572014849485,149.32687932516075,513.9941021452529,145.5685390399096,501.77949621818664,164.36024046616538,503.6586663608123,177.5144314645444,,,468.894018722239,150.26646439647354
labeled-data,dog1,dog1 (9).png,,,,,,,,,218.96438975303744,260.19791774006967,,
labeled-data,dog1,dog1 (90).png,451.0419023672961,170.93733596535486,474.53152915011583,169.0581658227293,454.80024265254724,196.30613289080011,469.8336037935519,201.9436433186769,498.96074100424823,157.78314496697584,445.4043919394194,160.60190018091419
labeled-data,dog1,dog1 (91).png,451.0419023672961,172.81650610798044,474.53152915011583,171.87692103666768,452.9210725099217,196.30613289080011,471.7127739361774,205.70198360392803,500.8399111468739,158.72273003828863,443.52522179679374,160.60190018091419
labeled-data,dog1,dog1 (92).png,450.1023172959833,171.87692103666765,471.7127739361774,170.9373359653549,451.98148743860884,195.36654781948735,471.7127739361774,201.9436433186769,497.0815708616227,155.90397482435029,445.4043919394194,159.6623151096014
labeled-data,dog1,dog1 (93).png,450.1023172959833,169.99775089404207,471.7127739361774,170.9373359653549,452.9210725099217,197.2457179621129,470.77318886486466,202.88322838998968,497.0815708616227,156.84355989566305,442.585636725481,161.54148525222698
labeled-data,dog1,dog1 (94).png,535.604558785447,153.0852196104119,,,564.7316959961435,167.17899568010372,547.8191647125133,182.21235682110833,,,489.5648902911204,152.14563453909912
labeled-data,dog1,dog1 (95).png,534.6649737141342,151.20604946778633,,,567.5504512100819,166.23941060879093,548.758749783826,182.21235682110833,,,482.04820972061805,154.9643897530375
labeled-data,dog1,dog1 (96).png,535.604558785447,152.14563453909912,,,563.7921109248307,164.36024046616538,552.5170900690772,181.27277174979554,,,487.68572014849485,150.26646439647354
labeled-data,dog1,dog1 (97).png,532.7858035715086,152.14563453909912,,,567.5504512100819,165.29982553747814,552.5170900690772,181.27277174979554,,,484.86696493455645,150.26646439647354
labeled-data,dog1,dog1 (98).png,535.604558785447,154.0248046817247,,,565.6712810674562,165.29982553747814,550.6379199264517,181.27277174979554,,,484.86696493455645,151.20604946778633
labeled-data,dog1,dog1 (99).png,530.9066334288831,149.32687932516075,,,562.8525258535178,160.6019001809142,546.8795796412005,177.5144314645444,,,478.289869435367,154.0248046817247
